Centroid_freq,First_quartile,Gender,Kurtosis,Max_MFCCs,Mean_MFCCs,Mean_Magnitude,Mean_freq,Mean_fundamental_freq,Min_RMS,Mode_freq,Spectral_flatness_measure,Std_MFCCs,Std_RMS
1.5209650870864595,0.42044456579469036,1,63.3493993075217,189.5868682861328,-25.048574447631836,0.013634687289595604,1.6206990907804257,0.20851521301269532,0.0,0.37046625922906024,0.00425394531339407,84.90750885009766,0.026995379477739334
2.3789983054505224,0.667675144909841,1,25.84357389592247,151.07632446289062,-21.78190803527832,0.0002628493821248412,2.2273065761999913,0.2443040771484375,0.0,0.3851318004806766,0.003571904730051756,65.22003173828125,0.04270394891500473
1.0626153122095936,0.41066489292779207,1,61.259495686721166,235.7415313720703,-25.663414001464844,0.0021858864929527044,0.9419164526265577,0.20873619079589845,0.00036951707443222404,0.40723633630780126,0.00010259145346935838,122.99481964111328,0.009542981162667274
1.5677025263160531,0.46801861963310676,1,51.76144638830251,197.1133270263672,-23.40288543701172,0.013372624292969704,1.5495178232730755,0.21877825927734376,0.0,0.4778351730368857,0.007228879723697901,84.70172882080078,0.038431089371442795
1.7914004979184652,0.49975648187938687,1,127.93140924777322,190.6219940185547,-25.62417984008789,0.010490653105080128,1.789894642042856,0.21590522766113282,0.0,0.20583369144821656,0.004707318264991045,87.61254119873047,0.027782339602708817
2.297587903528891,0.608307997491411,1,40.4246384638059,162.94874572753906,-20.80732536315918,0.000522094895131886,2.2528522490293743,0.23884788513183594,3.76558837444918e-08,0.3571385722855429,0.0037378675770014524,66.3311996459961,0.032013457268476486
2.3736733528687037,0.6008826831218954,1,53.04132931740554,150.46176147460938,-21.97784423828125,0.00037969546974636614,2.3304085947987123,0.2312760772705078,0.0,0.39719089581697714,0.004112348426133394,67.39647674560547,0.04845549911260605
1.7752143352448453,0.40746109246261825,1,45.973420305544316,182.14251708984375,-23.159202575683594,0.013106863014400005,1.476606272997534,0.2166297149658203,0.0,0.3956484589563625,0.004062618128955364,82.04785919189453,0.04313896596431732
2.526411490312963,0.6613179701250759,1,30.887376348534488,134.9843292236328,-20.92496681213379,0.00021260188077576458,2.2941434539885712,0.23001341247558593,2.2078124857216608e-06,0.6491254030311054,0.004339579027146101,69.01115417480469,0.028855357319116592
2.652462219614815,1.4304196452657136,1,12.744666974596127,145.06631469726562,-21.720949172973633,0.0004100911319255829,2.6035722031923707,0.22851124572753906,0.0,2.731217966010251,0.0037632598541677,72.05555725097656,0.06076930835843086
2.7331008072706164,1.051747088186356,1,26.037782879757753,142.25,-22.102983474731445,0.00032368654501624405,2.827911842166438,0.23210382080078126,4.911255083173138e-11,0.5297210641440295,0.00387014402076602,65.80807495117188,0.04978012293577194
1.6264555403642862,0.4649327251608745,0,75.73825837201656,227.41403198242188,-21.933605194091797,0.012035025283694267,1.453821345561576,0.21835281372070312,0.0,0.4868053141612052,0.0052711633034050465,92.04151153564453,0.04612811282277107
2.322933283847153,0.62373433294653,0,39.247621433272144,139.87432861328125,-20.6345272064209,0.0005074981017969549,2.3381703667585403,0.2368939971923828,0.0,0.5602356057522312,0.003369835903868079,62.719093322753906,0.055989380925893784
1.1368055570684958,0.456,0,39.02311534240462,236.26861572265625,-22.378414154052734,0.004305609967559576,0.9855980891461283,0.21417454528808594,1.5083236576174386e-05,0.5288235294117648,0.00040450284723192453,99.79844665527344,0.03853534907102585
1.7594514906666816,0.569941901546675,0,139.2738737617194,237.72776794433594,-21.30095863342285,0.013756955973803997,1.7922118055095038,0.21512522888183594,0.0,0.24525005888356755,0.005483912769705057,86.1533432006836,0.03725653514266014
1.8635213020092773,0.4509599777396466,0,190.9406336083367,210.32818603515625,-22.701393127441406,0.009297325275838375,2.044524123668293,0.21651251220703124,0.0,0.205948615684274,0.005589995998889208,92.63623046875,0.018793905153870583
1.5471619399663132,0.4752698030963475,0,35.71002087915322,204.6134033203125,-20.780765533447266,0.012054748833179474,1.504590226798846,0.22060662841796874,0.0,0.5065898842627385,0.004257642198354006,77.77450561523438,0.03403913974761963
1.644802650266412,0.34311825667234525,0,83.55877129048089,223.3846435546875,-20.565961837768555,0.013919785618782043,1.596845861225971,0.21117066955566408,0.0,0.4547664679159568,0.004730677232146263,87.53972625732422,0.05969536304473877
1.378637061242909,0.34399148260111656,0,102.88561544237548,242.456298828125,-20.459882736206055,0.016429224982857704,1.1837999968747352,0.2154520263671875,0.0,0.2927414550188663,0.004448466468602419,87.98042297363281,0.05138527974486351
1.0482652893057685,0.42460000000000003,0,51.58387899993124,270.66058349609375,-9.760479927062988,0.006525644101202488,1.0048492070824047,0.2179432373046875,0.0016829600790515542,0.1466,4.1632440115790814e-05,96.94188690185547,0.03997444361448288
2.570447923463542,0.9972435288136342,0,36.714622208535005,135.472900390625,-22.954103469848633,0.0003097808512393385,3.120963202982674,0.2295777587890625,0.0,0.3855423417847432,0.00426248274743557,69.64579772949219,0.030006246641278267
2.5896889841043995,0.7884499272985713,0,33.90870147540185,122.55797576904297,-22.25157356262207,0.00032381847267970443,2.727018419332002,0.24017048645019531,9.673142812971491e-06,0.3900555530198804,0.003588557941839099,63.31144714355469,0.039712920784950256
